2024-08-03 14:05:16,647 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-08-03 14:05:16,674 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-08-03 14:05:16,675 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-08-03 14:05:16,676 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-08-03 14:05:16,678 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-08-03 14:05:16,679 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-08-03 14:05:16,680 INFO  SwAddin.cs: 201 - Setting up command manager
2024-08-03 14:05:16,681 INFO  SwAddin.cs: 204 - Adding command manager
2024-08-03 14:05:16,685 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-08-03 14:05:16,692 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-08-03 14:05:16,692 INFO  SwAddin.cs: 210 - Adding event handlers
2024-08-03 14:05:16,710 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-08-03 14:05:43,642 INFO  SwAddin.cs: 294 - Assembly export called for file Machine.SLDASM
2024-08-03 14:05:45,517 INFO  SwAddin.cs: 313 - Saving assembly
2024-08-03 14:05:47,082 INFO  SwAddin.cs: 316 - Opening property manager
2024-08-03 14:05:47,113 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Machine.SLDASM
2024-08-03 14:05:47,113 INFO  ExportHelperExtension.cs: 1136 - Found 126 in Machine.SLDASM
2024-08-03 14:05:47,113 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Machine.SLDASM
2024-08-03 14:05:47,113 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-08-03 14:05:47,113 INFO  ExportHelperExtension.cs: 1160 - 32 components to check
2024-08-03 14:05:47,113 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 85mm_Wheel-3
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1136 - Found 60 in 85mm_Wheel-3
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 85mm_Wheel-3
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC motor 1.1-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1136 - Found 24 in DC motor 1.1-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DC motor 1.1-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Body-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1136 - Found 52 in Body-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Body-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 85mm_Wheel-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1136 - Found 60 in 85mm_Wheel-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 85mm_Wheel-1
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 85mm_Wheel-2
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1136 - Found 60 in 85mm_Wheel-2
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 85mm_Wheel-2
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DC motor 1.1-6
2024-08-03 14:05:47,129 INFO  ExportHelperExtension.cs: 1136 - Found 24 in DC motor 1.1-6
